Date,Expire Date,Option Type,Strike,Contract Name,Last,Bid,Ask,Change,%Change,Volume,Open Interest,Implied Volatility
08.11.2018,16.11.2018,CALL,65.0,FB181116C00065000,89.2,80.9,84.9,0.0,0.0,1,1,1.9296878515625
08.11.2018,16.11.2018,CALL,75.0,FB181116C00075000,80.5,71.85,73.8,0.0,0.0,129,204,2.6494174389648437
08.11.2018,16.11.2018,CALL,100.0,FB181116C00100000,49.43,47.25,48.55,0.0,0.0,1,183,0.9687503125
08.11.2018,16.11.2018,CALL,105.0,FB181116C00105000,74.43,41.85,43.8,0.0,0.0,1,1,1.4921900390624998
08.11.2018,16.11.2018,CALL,115.0,FB181116C00115000,33.86,32.2,33.5,0.0,0.0,1,68,1.0634812451171878
08.11.2018,16.11.2018,CALL,120.0,FB181116C00120000,28.0,27.75,28.1,-4.299999,-13.312692,165,259,0.5937540625000001
08.11.2018,16.11.2018,CALL,125.0,FB181116C00125000,26.7,22.75,23.2,0.0,0.0,2,85,0.5410202148437502
08.11.2018,16.11.2018,CALL,130.0,FB181116C00130000,17.5,17.8,18.2,-3.1000004,-15.048546,73,740,0.5400436621093752
08.11.2018,16.11.2018,CALL,135.0,FB181116C00135000,12.63,12.85,13.25,-5.089999,-28.724602,2,622,0.42676354492187507
08.11.2018,16.11.2018,CALL,140.0,FB181116C00140000,8.25,8.25,8.5,-3.6499996,-30.672268,661,2627,0.3435124243164062
08.11.2018,16.11.2018,CALL,142.0,FB181116C00142000,6.1,6.5,6.7,-3.7500005,-38.071068,100,1012,0.31445998046874996
08.11.2018,16.11.2018,CALL,143.0,FB181116C00143000,5.45,5.7,5.85,-3.1000004,-36.257317,100,578,0.30274134765625
08.11.2018,16.11.2018,CALL,144.0,FB181116C00144000,5.0,4.95,5.15,-2.7600002,-35.567013,353,735,0.3061592822265625
08.11.2018,16.11.2018,CALL,145.0,FB181116C00145000,4.15,4.2,4.35,-2.7999997,-40.287766,1013,5750,0.2915109912109374
08.11.2018,16.11.2018,CALL,146.0,FB181116C00146000,3.41,3.5,3.65,-2.6899998,-44.09836,790,1035,0.2834544311523437
08.11.2018,16.11.2018,CALL,147.0,FB181116C00147000,3.0,2.93,3.05,-2.4,-44.444447,1773,800,0.2805247729492187
08.11.2018,16.11.2018,CALL,148.0,FB181116C00148000,2.41,2.4,2.47,-2.59,-51.8,2630,1532,0.273444765625
08.11.2018,16.11.2018,CALL,149.0,FB181116C00149000,1.91,1.91,1.98,-2.3900003,-55.5814,2658,2040,0.26929441650390623
08.11.2018,16.11.2018,CALL,150.0,FB181116C00150000,1.52,1.49,1.56,-2.08,-57.777775,6444,24765,0.26587648193359376
08.11.2018,16.11.2018,CALL,152.5,FB181116C00152500,0.75,0.74,0.79,-1.49,-66.51786,5225,3129,0.2590406127929688
08.11.2018,16.11.2018,CALL,155.0,FB181116C00155000,0.34,0.35,0.37,-0.88,-72.13114,4166,23004,0.257819921875
08.11.2018,16.11.2018,CALL,157.5,FB181116C00157500,0.17,0.15,0.19,-0.45,-72.58064,2388,4592,0.26856200195312496
08.11.2018,16.11.2018,CALL,160.0,FB181116C00160000,0.1,0.1,0.12,-0.17000002,-62.962967,4063,28683,0.2910227148437499
08.11.2018,16.11.2018,CALL,162.5,FB181116C00162500,0.08,0.06,0.08,-0.07000001,-46.66667,1608,2961,0.31250687499999996
08.11.2018,16.11.2018,CALL,165.0,FB181116C00165000,0.05,0.04,0.06,-0.040000003,-44.444447,1321,13434,0.33887379882812496
08.11.2018,16.11.2018,CALL,167.5,FB181116C00167500,0.04,0.03,0.05,-0.030000001,-42.857143,222,1710,0.367193828125
08.11.2018,16.11.2018,CALL,170.0,FB181116C00170000,0.04,0.02,0.04,-0.010000002,-20.000004,700,31183,0.39258419921875
08.11.2018,16.11.2018,CALL,172.5,FB181116C00172500,0.03,0.0,0.03,-0.020000001,-40.000004,571,1304,0.414068359375
08.11.2018,16.11.2018,CALL,175.0,FB181116C00175000,0.03,0.02,0.03,-0.01,-25.0,135,16283,0.445318046875
08.11.2018,16.11.2018,CALL,177.5,FB181116C00177500,0.03,0.0,0.03,0.0,0.0,150,2096,0.476567734375
08.11.2018,16.11.2018,CALL,180.0,FB181116C00180000,0.01,0.01,0.02,-0.02,-66.66667,344,16305,0.48438015625
08.11.2018,16.11.2018,CALL,185.0,FB181116C00185000,0.01,0.01,0.02,-0.01,-50.0,5,9915,0.5312546875
08.11.2018,16.11.2018,CALL,190.0,FB181116C00190000,0.01,0.0,0.01,-0.01,-50.0,132,8165,0.5312546875
08.11.2018,16.11.2018,CALL,195.0,FB181116C00195000,0.03,0.0,0.01,0.02,200.0,18,8201,0.57812921875
08.11.2018,16.11.2018,CALL,200.0,FB181116C00200000,0.01,0.0,0.01,0.0,0.0,4,22243,0.6250037500000001
08.11.2018,16.11.2018,CALL,205.0,FB181116C00205000,0.01,0.0,0.01,0.0,0.0,15,4157,0.6718782812500002
08.11.2018,16.11.2018,CALL,210.0,FB181116C00210000,0.01,0.0,0.01,0.0,0.0,4,4001,0.7187528125
08.11.2018,16.11.2018,CALL,215.0,FB181116C00215000,0.01,0.0,0.01,0.0,0.0,10,3181,0.7500025
08.11.2018,16.11.2018,CALL,220.0,FB181116C00220000,0.01,0.0,0.01,0.0,0.0,26,4978,0.8125018749999999
08.11.2018,16.11.2018,CALL,225.0,FB181116C00225000,0.01,0.0,0.01,0.0,0.0,2,8109,0.8437515624999999
08.11.2018,16.11.2018,CALL,230.0,FB181116C00230000,0.01,0.0,0.01,0.0,-200.0,2,29071,0.87500125
08.11.2018,16.11.2018,CALL,235.0,FB181116C00235000,0.01,0.0,0.01,0.0,0.0,2,7871,0.92187578125
08.11.2018,16.11.2018,CALL,240.0,FB181116C00240000,0.01,0.0,0.01,0.0,0.0,69,10197,0.9687503125
08.11.2018,16.11.2018,CALL,245.0,FB181116C00245000,0.01,0.0,0.01,0.0,0.0,423,4802,0.98437515625
08.11.2018,16.11.2018,CALL,250.0,FB181116C00250000,0.01,0.0,0.01,0.0,0.0,706,2956,1.0312548437500002
08.11.2018,16.11.2018,CALL,255.0,FB181116C00255000,0.02,0.0,0.01,0.0,0.0,80,195,1.0625046875000002
08.11.2018,16.11.2018,CALL,260.0,FB181116C00260000,0.01,0.0,0.01,0.0,-100.0,10,534,1.09375453125
08.11.2018,16.11.2018,CALL,265.0,FB181116C00265000,0.01,0.0,0.01,0.0,0.0,10,269,1.125004375
08.11.2018,16.11.2018,CALL,270.0,FB181116C00270000,0.01,0.0,0.01,0.0,0.0,10,314,1.15625421875
08.11.2018,16.11.2018,CALL,275.0,FB181116C00275000,0.03,0.0,0.01,0.0,0.0,458,3983,1.1875040625
08.11.2018,16.11.2018,CALL,280.0,FB181116C00280000,0.03,0.0,0.01,0.0,0.0,2500,3093,1.21875390625
08.11.2018,16.11.2018,CALL,285.0,FB181116C00285000,0.04,0.0,0.01,0.0,0.0,1,63,1.2500037499999999
